scheduler,cpu_config,num_vms,avg_waiting_time,avg_turnaround_time,avg_response_time,cpu_utilization,throughput,deadline_misses,deadline_miss_rate,fairness_jain_index,estimated_energy,context_switches,estimated_scheduling_overhead,total_time,workload_type,seed
Proposed Hybrid,RISC-V-like,10,194.9139,229.79,61.7378,0.9855,0.02826,9,0.9,0.4443,697.522,68,3.4,353.881,bursty,1
PRR,RISC-V-like,10,75.726,101.726,46.1651,0.99,0.03808,5,0.5,0.2928,520.0,29,1.45,262.62,bursty,2
PRM,RISC-V-like,10,73.1107,99.1107,71.1357,0.99,0.03808,4,0.4,0.3117,520.0,11,0.55,262.62,bursty,2
Contextual Bandit RL,RISC-V-like,10,149.8325,175.8325,47.2488,0.99,0.03808,9,0.9,0.1988,520.0,44,2.2,262.62,bursty,2
Proposed Hybrid,RISC-V-like,10,81.0575,107.0575,15.5303,0.99,0.03808,6,0.6,0.4374,520.0,39,1.95,262.62,bursty,2
PRR,RISC-V-like,10,122.1462,153.7147,82.1332,0.9973,0.03159,9,0.9,0.1665,631.37,37,1.85,316.545,bursty,3
PRM,RISC-V-like,10,136.0093,167.5777,107.1234,0.9973,0.03159,7,0.7,0.1631,631.37,11,0.55,316.545,bursty,3
Contextual Bandit RL,RISC-V-like,10,169.1495,200.718,35.4995,0.9973,0.03159,9,0.9,0.4248,631.37,48,2.4,316.545,bursty,3
Proposed Hybrid,RISC-V-like,10,120.4267,151.9951,72.4897,0.9973,0.03159,8,0.8,0.4511,631.37,39,1.95,316.545,bursty,3
PRR,RISC-V-like,10,109.2961,140.1168,99.6766,0.9703,0.03148,8,0.8,0.5865,616.413,32,1.6,317.637,bursty,4
PRM,RISC-V-like,10,127.5374,158.3581,127.5374,0.9703,0.03148,7,0.7,0.1254,616.413,9,0.45,317.637,bursty,4
Contextual Bandit RL,RISC-V-like,10,167.4755,198.2961,41.8146,0.9703,0.03148,8,0.8,0.1815,616.413,58,2.9,317.637,bursty,4
Proposed Hybrid,RISC-V-like,10,157.5048,188.3255,38.7983,0.9703,0.03148,9,0.9,0.1713,616.413,55,2.75,317.637,bursty,4
PRR,RISC-V-like,10,111.2967,141.1945,92.1119,0.9738,0.03257,8,0.8,0.1735,597.957,23,1.15,307.028,bursty,5
PRM,RISC-V-like,10,87.9978,117.8956,82.6184,0.9738,0.03257,7,0.7,0.2911,597.957,12,0.6,307.028,bursty,5
Contextual Bandit RL,RISC-V-like,10,181.9108,211.8087,47.8293,0.9738,0.03257,10,1.0,0.1612,597.957,62,3.1,307.028,bursty,5
Proposed Hybrid,RISC-V-like,10,131.1413,161.0391,43.9858,0.9738,0.03257,9,0.9,0.4076,597.957,51,2.55,307.028,bursty,5
PRR,RISC-V-like,10,45.2947,65.323,29.3089,0.9692,0.04839,6,0.6,0.3617,360.509,24,1.2,206.657,mixed,1
PRM,RISC-V-like,10,49.2871,69.3154,49.2871,0.9692,0.04839,6,0.6,0.3058,360.509,9,0.45,206.657,mixed,1
Contextual Bandit RL,RISC-V-like,10,56.636,76.6643,22.6034,0.9692,0.04839,7,0.7,0.2537,360.509,32,1.6,206.657,mixed,1
Proposed Hybrid,RISC-V-like,10,43.2295,63.2578,35.1773,0.9692,0.04839,6,0.6,0.3082,360.509,14,0.7,206.657,mixed,1
PRR,RISC-V-like,10,53.0738,68.7151,49.4488,0.9803,0.06268,7,0.7,0.2288,281.543,15,0.75,159.553,mixed,2
PRM,RISC-V-like,10,43.1314,58.7727,36.9108,0.9803,0.06268,7,0.7,0.2674,281.543,12,0.6,159.553,mixed,2
Contextual Bandit RL,RISC-V-like,10,30.1195,45.7608,19.2608,0.9803,0.06268,7,0.7,0.603,281.543,14,0.7,159.553,mixed,2
Proposed Hybrid,RISC-V-like,10,34.7869,50.4282,30.5184,0.9803,0.06268,7,0.7,0.5081,281.543,15,0.75,159.553,mixed,2
PRR,RISC-V-like,10,61.9184,82.8043,43.3836,0.9951,0.04764,4,0.4,0.2712,375.946,14,0.7,209.889,mixed,3
PRM,RISC-V-like,10,52.4108,73.2967,34.4619,0.9951,0.04764,5,0.5,0.2706,375.946,10,0.5,209.889,mixed,3
Contextual Bandit RL,RISC-V-like,10,54.2575,75.1434,33.8673,0.9951,0.04764,6,0.6,0.2592,375.946,16,0.8,209.889,mixed,3
Proposed Hybrid,RISC-V-like,10,37.8043,58.6901,25.7412,0.9951,0.04764,6,0.6,0.2323,375.946,20,1.0,209.889,mixed,3
PRR,RISC-V-like,10,22.649,32.9132,17.3621,0.9007,0.08775,6,0.6,0.3179,184.754,17,0.85,113.961,mixed,4
PRM,RISC-V-like,10,28.6458,38.9099,20.5023,0.9007,0.08775,6,0.6,0.4021,184.754,12,0.6,113.961,mixed,4
Contextual Bandit RL,RISC-V-like,10,43.161,53.4251,10.7773,0.9007,0.08775,9,0.9,0.4406,184.754,19,0.95,113.961,mixed,4
Proposed Hybrid,RISC-V-like,10,26.2784,36.5425,14.1697,0.9007,0.08775,7,0.7,0.72,184.754,20,1.0,113.961,mixed,4
PRR,RISC-V-like,10,49.7763,65.9709,42.7753,0.9437,0.05827,8,0.8,0.4061,291.502,16,0.8,171.606,mixed,5
PRM,RISC-V-like,10,50.0807,66.2753,48.0329,0.9437,0.05827,7,0.7,0.2181,291.502,11,0.55,171.606,mixed,5
Contextual Bandit RL,RISC-V-like,10,64.9187,81.1133,28.9329,0.9437,0.05827,9,0.9,0.6866,291.502,21,1.05,171.606,mixed,5
Proposed Hybrid,RISC-V-like,10,40.9861,57.1807,29.609,0.9437,0.05827,7,0.7,0.5395,291.502,21,1.05,171.606,mixed,5
PRR,RISC-V-like,20,0.3327,6.3876,0.3327,0.5813,0.096,0,0.0,0.9303,121.098,19,0.95,208.34,light,1
PRM,RISC-V-like,20,0.3327,6.3876,0.3327,0.5813,0.096,0,0.0,0.9303,121.098,19,0.95,208.34,light,1
Contextual Bandit RL,RISC-V-like,20,0.3327,6.3876,0.3327,0.5813,0.096,0,0.0,0.9303,121.098,19,0.95,208.34,light,1
Proposed Hybrid,RISC-V-like,20,0.3327,6.3876,0.3327,0.5813,0.096,0,0.0,0.9303,121.098,19,0.95,208.34,light,1
PRR,RISC-V-like,20,0.234,5.7823,0.234,0.5462,0.09844,1,0.05,0.9532,110.967,19,0.95,203.163,light,2
PRM,RISC-V-like,20,0.234,5.7823,0.234,0.5462,0.09844,1,0.05,0.9532,110.967,19,0.95,203.163,light,2
Contextual Bandit RL,RISC-V-like,20,0.234,5.7823,0.234,0.5462,0.09844,1,0.05,0.9532,110.967,19,0.95,203.163,light,2
Proposed Hybrid,RISC-V-like,20,0.234,5.7823,0.234,0.5462,0.09844,1,0.05,0.9532,110.967,19,0.95,203.163,light,2
PRR,RISC-V-like,20,0.0333,5.6969,0.0333,0.548,0.09675,0,0.0,0.9941,113.272,19,0.95,206.718,light,3
PRM,RISC-V-like,20,0.0333,5.6969,0.0333,0.548,0.09675,0,0.0,0.9941,113.272,19,0.95,206.718,light,3
Contextual Bandit RL,RISC-V-like,20,0.0333,5.6969,0.0333,0.548,0.09675,0,0.0,0.9941,113.272,19,0.95,206.718,light,3
Proposed Hybrid,RISC-V-like,20,0.0333,5.6969,0.0333,0.548,0.09675,0,0.0,0.9941,113.272,19,0.95,206.718,light,3
PRR,RISC-V-like,20,-0.0,5.3984,0.0,0.468,0.08669,0,0.0,1.0,107.967,19,0.95,230.706,light,4
PRM,RISC-V-like,20,-0.0,5.3984,0.0,0.468,0.08669,0,0.0,1.0,107.967,19,0.95,230.706,light,4
Contextual Bandit RL,RISC-V-like,20,-0.0,5.3984,0.0,0.468,0.08669,0,0.0,1.0,107.967,19,0.95,230.706,light,4
Proposed Hybrid,RISC-V-like,20,-0.0,5.3984,0.0,0.468,0.08669,0,0.0,1.0,107.967,19,0.95,230.706,light,4
PRR,RISC-V-like,20,0.0,5.7321,0.0,0.5054,0.08817,0,0.0,1.0,114.641,19,0.95,226.843,light,5
PRM,RISC-V-like,20,0.0,5.7321,0.0,0.5054,0.08817,0,0.0,1.0,114.641,19,0.95,226.843,light,5
Contextual Bandit RL,RISC-V-like,20,0.0,5.7321,0.0,0.5054,0.08817,0,0.0,1.0,114.641,19,0.95,226.843,light,5
Proposed Hybrid,RISC-V-like,20,0.0,5.7321,0.0,0.5054,0.08817,0,0.0,1.0,114.641,19,0.95,226.843,light,5
PRR,RISC-V-like,20,118.6987,133.8367,92.7698,0.9835,0.06497,16,0.8,0.1989,454.141,48,2.4,307.831,normal,1
PRM,RISC-V-like,20,108.6492,123.7872,78.284,0.9835,0.06497,14,0.7,0.2492,454.141,25,1.25,307.831,normal,1
Contextual Bandit RL,RISC-V-like,20,172.5378,187.6758,25.5291,0.9835,0.06497,18,0.9,0.0798,454.141,67,3.35,307.831,normal,1
Proposed Hybrid,RISC-V-like,20,135.0416,150.1796,85.9954,0.9835,0.06497,18,0.9,0.3046,454.141,58,2.9,307.831,normal,1
PRR,RISC-V-like,20,82.3156,96.1885,53.2635,0.9873,0.07117,12,0.6,0.3297,416.185,47,2.35,281.027,normal,2
PRM,RISC-V-like,20,71.5129,85.3857,67.3569,0.9873,0.07117,13,0.65,0.2821,416.185,23,1.15,281.027,normal,2
Contextual Bandit RL,RISC-V-like,20,123.5781,137.451,20.1433,0.9873,0.07117,17,0.85,0.1167,416.185,56,2.8,281.027,normal,2
Proposed Hybrid,RISC-V-like,20,83.164,97.0368,50.0433,0.9873,0.07117,15,0.75,0.2467,416.185,52,2.6,281.027,normal,2
PRR,RISC-V-like,20,101.5053,115.6646,76.6543,0.9912,0.07,17,0.85,0.2204,424.777,57,2.85,285.695,normal,3
PRM,RISC-V-like,20,95.0412,109.2005,86.2972,0.9912,0.07,16,0.8,0.2548,424.777,22,1.1,285.695,normal,3
Contextual Bandit RL,RISC-V-like,20,151.0559,165.2151,8.0918,0.9912,0.07,18,0.9,0.1902,424.777,62,3.1,285.695,normal,3
Proposed Hybrid,RISC-V-like,20,111.3418,125.501,59.8255,0.9912,0.07,18,0.9,0.2773,424.777,59,2.95,285.695,normal,3
PRR,RISC-V-like,20,77.4033,90.9017,66.3538,0.9724,0.07204,13,0.65,0.4398,404.951,48,2.4,277.627,normal,4
PRM,RISC-V-like,20,88.819,102.3174,80.1489,0.9724,0.07204,13,0.65,0.2398,404.951,22,1.1,277.627,normal,4
Contextual Bandit RL,RISC-V-like,20,113.5913,127.0897,59.619,0.9724,0.07204,17,0.85,0.1834,404.951,53,2.65,277.627,normal,4
Proposed Hybrid,RISC-V-like,20,107.6843,121.1826,46.1919,0.9724,0.07204,18,0.9,0.082,404.951,61,3.05,277.627,normal,4
PRR,RISC-V-like,20,90.4223,104.7533,73.2788,0.9767,0.06815,15,0.75,0.2628,429.929,47,2.35,293.45,normal,5
PRM,RISC-V-like,20,84.2505,98.5815,73.7424,0.9767,0.06815,13,0.65,0.2203,429.929,25,1.25,293.45,normal,5
Contextual Bandit RL,RISC-V-like,20,125.3788,139.7098,40.9,0.9767,0.06815,17,0.85,0.0998,429.929,61,3.05,293.45,normal,5
Proposed Hybrid,RISC-V-like,20,113.8598,128.1908,47.4136,0.9767,0.06815,17,0.85,0.135,429.929,57,2.85,293.45,normal,5
PRR,RISC-V-like,20,472.9607,520.577,363.5205,0.9968,0.02093,19,0.95,0.5164,2380.815,170,8.5,955.376,cpu_heavy,1
PRM,RISC-V-like,20,419.2553,466.8716,342.0678,0.9968,0.02093,18,0.9,0.1058,2380.815,23,1.15,955.376,cpu_heavy,1
Contextual Bandit RL,RISC-V-like,20,677.4477,725.064,128.496,0.9968,0.02093,19,0.95,0.0876,2380.815,196,9.8,955.376,cpu_heavy,1
Proposed Hybrid,RISC-V-like,20,619.0553,666.6716,186.4161,0.9968,0.02093,19,0.95,0.1518,2380.815,189,9.45,955.376,cpu_heavy,1
PRR,RISC-V-like,20,406.2021,450.4413,334.4315,0.9977,0.02255,19,0.95,0.0614,2211.957,165,8.25,886.833,cpu_heavy,2
PRM,RISC-V-like,20,371.8847,416.1239,367.2864,0.9977,0.02255,18,0.9,0.1009,2211.957,21,1.05,886.833,cpu_heavy,2
Contextual Bandit RL,RISC-V-like,20,624.5576,668.7967,173.1712,0.9977,0.02255,19,0.95,0.1425,2211.957,184,9.2,886.833,cpu_heavy,2
Proposed Hybrid,RISC-V-like,20,555.6891,599.9282,118.926,0.9977,0.02255,19,0.95,0.1407,2211.957,194,9.7,886.833,cpu_heavy,2
PRR,RISC-V-like,20,430.8953,475.8963,342.8844,0.9985,0.02219,18,0.9,0.1053,2250.054,162,8.1,901.362,cpu_heavy,3
PRM,RISC-V-like,20,413.4594,458.4605,394.7741,0.9985,0.02219,18,0.9,0.0769,2250.054,20,1.0,901.362,cpu_heavy,3
Contextual Bandit RL,RISC-V-like,20,634.9382,679.9393,146.5393,0.9985,0.02219,18,0.9,0.0962,2250.054,182,9.1,901.362,cpu_heavy,3
Proposed Hybrid,RISC-V-like,20,549.5703,594.5713,161.8474,0.9985,0.02219,19,0.95,0.2155,2250.054,193,9.65,901.362,cpu_heavy,3
PRR,RISC-V-like,20,390.8296,434.0687,338.1518,0.9945,0.023,19,0.95,0.4859,2161.957,162,8.1,869.553,cpu_heavy,4
PRM,RISC-V-like,20,401.1312,444.3703,394.5198,0.9945,0.023,18,0.9,0.1021,2161.957,21,1.05,869.553,cpu_heavy,4
Contextual Bandit RL,RISC-V-like,20,636.1296,679.3687,147.2176,0.9945,0.023,20,1.0,0.1097,2161.957,183,9.15,869.553,cpu_heavy,4
Proposed Hybrid,RISC-V-like,20,561.4834,604.7225,110.0008,0.9945,0.023,19,0.95,0.1797,2161.957,175,8.75,869.553,cpu_heavy,4
PRR,RISC-V-like,20,427.5518,473.0137,332.048,0.9954,0.02189,17,0.85,0.1048,2273.098,160,8.0,913.459,cpu_heavy,5
PRM,RISC-V-like,20,399.0382,444.5002,377.5811,0.9954,0.02189,17,0.85,0.0655,2273.098,22,1.1,913.459,cpu_heavy,5
Contextual Bandit RL,RISC-V-like,20,676.8529,722.3148,79.4665,0.9954,0.02189,19,0.95,0.2325,2273.098,189,9.45,913.459,cpu_heavy,5
Proposed Hybrid,RISC-V-like,20,564.8909,610.3529,132.8583,0.9954,0.02189,19,0.95,0.2385,2273.098,193,9.65,913.459,cpu_heavy,5
PRR,RISC-V-like,20,311.4367,344.6627,219.0106,0.9924,0.02987,18,0.9,0.4415,1329.043,104,5.2,669.642,bursty,1
PRM,RISC-V-like,20,263.6519,296.878,211.4899,0.9924,0.02987,17,0.85,0.1259,1329.043,23,1.15,669.642,bursty,1
Contextual Bandit RL,RISC-V-like,20,405.1459,438.372,46.0089,0.9924,0.02987,18,0.9,0.1798,1329.043,137,6.85,669.642,bursty,1
Proposed Hybrid,RISC-V-like,20,331.5024,364.7285,170.3736,0.9924,0.02987,19,0.95,0.2826,1329.043,113,5.65,669.642,bursty,1
PRR,RISC-V-like,20,214.5753,243.7487,148.8644,0.9955,0.03412,14,0.7,0.1905,1166.935,98,4.9,586.087,bursty,2
PRM,RISC-V-like,20,198.5231,227.6965,190.3894,0.9955,0.03412,14,0.7,0.2198,1166.935,23,1.15,586.087,bursty,2
Contextual Bandit RL,RISC-V-like,20,326.672,355.8454,132.3905,0.9955,0.03412,19,0.95,0.2224,1166.935,111,5.55,586.087,bursty,2
Proposed Hybrid,RISC-V-like,20,235.1122,264.2856,87.2313,0.9955,0.03412,16,0.8,0.2875,1166.935,106,5.3,586.087,bursty,2
PRR,RISC-V-like,20,257.1514,287.2411,205.0878,0.9986,0.03319,18,0.9,0.1041,1203.587,95,4.75,602.653,bursty,3
PRM,RISC-V-like,20,254.4177,284.5074,236.978,0.9986,0.03319,17,0.85,0.0858,1203.587,21,1.05,602.653,bursty,3
Contextual Bandit RL,RISC-V-like,20,346.4541,376.5438,52.0232,0.9986,0.03319,19,0.95,0.1778,1203.587,118,5.9,602.653,bursty,3
Proposed Hybrid,RISC-V-like,20,309.8058,339.8954,129.7813,0.9986,0.03319,18,0.9,0.2693,1203.587,116,5.8,602.653,bursty,3
PRR,RISC-V-like,20,205.4476,233.4231,180.9943,0.9834,0.03515,18,0.9,0.3555,1119.022,96,4.8,568.941,bursty,4
PRM,RISC-V-like,20,238.0584,266.034,235.4296,0.9834,0.03515,16,0.8,0.1268,1119.022,21,1.05,568.941,bursty,4
Contextual Bandit RL,RISC-V-like,20,353.8215,381.797,77.5677,0.9834,0.03515,20,1.0,0.1577,1119.022,118,5.9,568.941,bursty,4
Proposed Hybrid,RISC-V-like,20,257.9927,285.9682,129.5573,0.9834,0.03515,18,0.9,0.1152,1119.022,105,5.25,568.941,bursty,4
PRR,RISC-V-like,20,246.2479,276.8887,193.3593,0.987,0.03221,15,0.75,0.1956,1225.63,97,4.85,620.865,bursty,5
PRM,RISC-V-like,20,224.0968,254.7376,208.086,0.987,0.03221,15,0.75,0.1916,1225.63,25,1.25,620.865,bursty,5
Contextual Bandit RL,RISC-V-like,20,354.8985,385.5392,87.3175,0.987,0.03221,19,0.95,0.1453,1225.63,123,6.15,620.865,bursty,5
Proposed Hybrid,RISC-V-like,20,303.9539,334.5947,83.3479,0.987,0.03221,19,0.95,0.2303,1225.63,122,6.1,620.865,bursty,5
PRR,RISC-V-like,20,123.2296,144.7247,86.5568,0.9854,0.04584,15,0.75,0.2022,773.824,68,3.4,436.277,mixed,1
PRM,RISC-V-like,20,151.1921,172.6872,150.4399,0.9854,0.04584,15,0.75,0.1884,773.824,20,1.0,436.277,mixed,1
Contextual Bandit RL,RISC-V-like,20,187.6193,209.1144,77.0736,0.9854,0.04584,16,0.8,0.1438,773.824,71,3.55,436.277,mixed,1
Proposed Hybrid,RISC-V-like,20,122.5019,143.997,88.316,0.9854,0.04584,16,0.8,0.1695,773.824,47,2.35,436.277,mixed,1
PRR,RISC-V-like,20,85.5834,98.4415,75.6236,0.9879,0.07683,16,0.8,0.1927,462.893,40,2.0,260.303,mixed,2
PRM,RISC-V-like,20,65.7274,78.5856,51.9731,0.9879,0.07683,14,0.7,0.2953,462.893,25,1.25,260.303,mixed,2
Contextual Bandit RL,RISC-V-like,20,73.922,86.7801,52.5823,0.9879,0.07683,15,0.75,0.1894,462.893,41,2.05,260.303,mixed,2
Proposed Hybrid,RISC-V-like,20,78.5339,91.3921,59.1796,0.9879,0.07683,16,0.8,0.3687,462.893,36,1.8,260.303,mixed,2
PRR,RISC-V-like,20,116.4085,135.8542,84.3047,0.9974,0.05129,15,0.75,0.21,700.043,52,2.6,389.943,mixed,3
PRM,RISC-V-like,20,102.7346,122.1803,81.3536,0.9974,0.05129,14,0.7,0.1924,700.043,22,1.1,389.943,mixed,3
Contextual Bandit RL,RISC-V-like,20,124.7987,144.2444,62.9112,0.9974,0.05129,15,0.75,0.1521,700.043,67,3.35,389.943,mixed,3
Proposed Hybrid,RISC-V-like,20,108.7678,128.2134,56.9841,0.9974,0.05129,16,0.8,0.1434,700.043,65,3.25,389.943,mixed,3
PRR,RISC-V-like,20,43.3518,53.1844,35.249,0.9456,0.09617,14,0.7,0.261,353.974,37,1.85,207.972,mixed,4
PRM,RISC-V-like,20,45.8909,55.7235,37.4583,0.9456,0.09617,13,0.65,0.428,353.974,23,1.15,207.972,mixed,4
Contextual Bandit RL,RISC-V-like,20,61.3871,71.2197,17.3925,0.9456,0.09617,16,0.8,0.2829,353.974,40,2.0,207.972,mixed,4
Proposed Hybrid,RISC-V-like,20,40.524,50.3567,24.5137,0.9456,0.09617,16,0.8,0.3545,353.974,37,1.85,207.972,mixed,4
PRR,RISC-V-like,20,114.8695,133.4222,100.5673,0.9746,0.05253,16,0.8,0.3326,667.898,42,2.1,380.714,mixed,5
PRM,RISC-V-like,20,99.1934,117.7461,96.0439,0.9746,0.05253,13,0.65,0.204,667.898,24,1.2,380.714,mixed,5
Contextual Bandit RL,RISC-V-like,20,190.6021,209.1548,47.357,0.9746,0.05253,19,0.95,0.4122,667.898,64,3.2,380.714,mixed,5
Proposed Hybrid,RISC-V-like,20,107.0075,125.5602,55.1385,0.9746,0.05253,14,0.7,0.3408,667.898,56,2.8,380.714,mixed,5
PRR,RISC-V-like,50,0.2793,6.0843,0.2793,0.5712,0.0984,1,0.02,0.9398,290.25,49,2.45,508.115,light,1
PRM,RISC-V-like,50,0.2793,6.0843,0.2793,0.5712,0.0984,1,0.02,0.9398,290.25,49,2.45,508.115,light,1
Contextual Bandit RL,RISC-V-like,50,0.2793,6.0843,0.2793,0.5712,0.0984,1,0.02,0.9398,290.25,49,2.45,508.115,light,1
Proposed Hybrid,RISC-V-like,50,0.2793,6.0843,0.2793,0.5712,0.0984,1,0.02,0.9398,290.25,49,2.45,508.115,light,1
PRR,RISC-V-like,50,0.2405,6.3774,0.2405,0.5954,0.09702,1,0.02,0.9504,306.848,49,2.45,515.37,light,2
PRM,RISC-V-like,50,0.2405,6.3774,0.2405,0.5954,0.09702,1,0.02,0.9504,306.848,49,2.45,515.37,light,2
Contextual Bandit RL,RISC-V-like,50,0.2405,6.3774,0.2405,0.5954,0.09702,1,0.02,0.9504,306.848,49,2.45,515.37,light,2
Proposed Hybrid,RISC-V-like,50,0.2405,6.3774,0.2405,0.5954,0.09702,1,0.02,0.9504,306.848,49,2.45,515.37,light,2
PRR,RISC-V-like,50,0.0937,5.7652,0.0937,0.557,0.09821,2,0.04,0.9811,283.576,49,2.45,509.108,light,3
PRM,RISC-V-like,50,0.0937,5.7652,0.0937,0.557,0.09821,2,0.04,0.9811,283.576,49,2.45,509.108,light,3
Contextual Bandit RL,RISC-V-like,50,0.0937,5.7652,0.0937,0.557,0.09821,2,0.04,0.9811,283.576,49,2.45,509.108,light,3
Proposed Hybrid,RISC-V-like,50,0.0937,5.7652,0.0937,0.557,0.09821,2,0.04,0.9811,283.576,49,2.45,509.108,light,3
PRR,RISC-V-like,50,0.0982,5.8669,0.0982,0.5303,0.09193,0,0.0,0.9807,288.435,49,2.45,543.906,light,4
PRM,RISC-V-like,50,0.0982,5.8669,0.0982,0.5303,0.09193,0,0.0,0.9807,288.435,49,2.45,543.906,light,4
Contextual Bandit RL,RISC-V-like,50,0.0982,5.8669,0.0982,0.5303,0.09193,0,0.0,0.9807,288.435,49,2.45,543.906,light,4
Proposed Hybrid,RISC-V-like,50,0.0982,5.8669,0.0982,0.5303,0.09193,0,0.0,0.9807,288.435,49,2.45,543.906,light,4
PRR,RISC-V-like,50,0.1884,5.821,0.1884,0.5589,0.09923,1,0.02,0.9635,281.63,49,2.45,503.882,light,5
PRM,RISC-V-like,50,0.2799,5.9125,0.1245,0.5589,0.09923,2,0.04,0.9654,281.63,50,2.5,503.882,light,5
Contextual Bandit RL,RISC-V-like,50,0.1884,5.821,0.1884,0.5589,0.09923,1,0.02,0.9635,281.63,49,2.45,503.882,light,5
Proposed Hybrid,RISC-V-like,50,0.2753,5.908,0.1245,0.5589,0.09923,1,0.02,0.9557,281.63,51,2.55,503.882,light,5
PRR,RISC-V-like,50,262.2954,276.8075,210.2819,0.9931,0.06843,45,0.9,0.1319,1088.413,167,8.35,730.679,normal,1
PRM,RISC-V-like,50,236.8425,251.3547,210.9343,0.9931,0.06843,39,0.78,0.2171,1088.413,59,2.95,730.679,normal,1
Contextual Bandit RL,RISC-V-like,50,347.5723,362.0845,101.5817,0.9931,0.06843,43,0.86,0.1427,1088.413,159,7.95,730.679,normal,1
Proposed Hybrid,RISC-V-like,50,280.0884,294.6006,170.203,0.9931,0.06843,45,0.9,0.0839,1088.413,145,7.25,730.679,normal,1
PRR,RISC-V-like,50,264.6817,280.0254,203.2296,0.9954,0.06487,38,0.76,0.1825,1150.777,163,8.15,770.755,normal,2
PRM,RISC-V-like,50,251.355,266.6987,242.7111,0.9954,0.06487,39,0.78,0.1921,1150.777,56,2.8,770.755,normal,2
Contextual Bandit RL,RISC-V-like,50,331.7274,347.0711,128.0402,0.9954,0.06487,41,0.82,0.156,1150.777,149,7.45,770.755,normal,2
Proposed Hybrid,RISC-V-like,50,289.2437,304.5874,162.2287,0.9954,0.06487,43,0.86,0.1435,1150.777,158,7.9,770.755,normal,2
PRR,RISC-V-like,50,256.0734,270.2531,207.8725,0.9965,0.07027,42,0.84,0.1609,1063.484,160,8.0,711.499,normal,3
PRM,RISC-V-like,50,239.031,253.2107,224.2123,0.9965,0.07027,41,0.82,0.1512,1063.484,62,3.1,711.499,normal,3
Contextual Bandit RL,RISC-V-like,50,359.8736,374.0534,68.8379,0.9965,0.07027,44,0.88,0.09,1063.484,164,8.2,711.499,normal,3
Proposed Hybrid,RISC-V-like,50,284.8227,299.0025,161.0729,0.9965,0.07027,43,0.86,0.1856,1063.484,153,7.65,711.499,normal,3
PRR,RISC-V-like,50,220.4761,234.8977,181.1983,0.9895,0.06861,37,0.74,0.3031,1081.614,144,7.2,728.736,normal,4
PRM,RISC-V-like,50,228.8913,243.3129,216.8366,0.9895,0.06861,36,0.72,0.178,1081.614,56,2.8,728.736,normal,4
Contextual Bandit RL,RISC-V-like,50,310.5448,324.9663,131.3661,0.9895,0.06861,40,0.8,0.158,1081.614,152,7.6,728.736,normal,4
Proposed Hybrid,RISC-V-like,50,254.704,269.1255,149.4144,0.9895,0.06861,43,0.86,0.0869,1081.614,159,7.95,728.736,normal,4
PRR,RISC-V-like,50,241.9542,256.0364,203.9988,0.9904,0.07033,42,0.84,0.1782,1056.163,150,7.5,710.939,normal,5
PRM,RISC-V-like,50,226.3938,240.476,210.8386,0.9904,0.07033,40,0.8,0.1814,1056.163,61,3.05,710.939,normal,5
Contextual Bandit RL,RISC-V-like,50,353.3273,367.4094,104.9092,0.9904,0.07033,43,0.86,0.1285,1056.163,157,7.85,710.939,normal,5
Proposed Hybrid,RISC-V-like,50,296.7736,310.8557,148.5588,0.9904,0.07033,45,0.9,0.1095,1056.163,157,7.85,710.939,normal,5
PRR,RISC-V-like,50,1145.2221,1191.1671,931.7019,0.9987,0.02174,50,1.0,0.4196,5743.125,532,26.6,2300.3,cpu_heavy,1
PRM,RISC-V-like,50,1037.0406,1082.9856,968.4184,0.9987,0.02174,47,0.94,0.043,5743.125,54,2.7,2300.3,cpu_heavy,1
Contextual Bandit RL,RISC-V-like,50,1754.2602,1800.2052,422.0354,0.9987,0.02174,47,0.94,0.0324,5743.125,491,24.55,2300.3,cpu_heavy,1
Proposed Hybrid,RISC-V-like,50,1366.3354,1412.2804,485.0556,0.9987,0.02174,49,0.98,0.0932,5743.125,492,24.6,2300.3,cpu_heavy,1
PRR,RISC-V-like,50,1174.9041,1223.0672,974.0739,0.9991,0.02075,49,0.98,0.0259,6020.38,548,27.4,2410.202,cpu_heavy,2
PRM,RISC-V-like,50,1130.973,1179.1361,1120.345,0.9991,0.02075,47,0.94,0.0424,6020.38,52,2.6,2410.202,cpu_heavy,2
Contextual Bandit RL,RISC-V-like,50,1846.2254,1894.3885,462.2259,0.9991,0.02075,48,0.96,0.0264,6020.38,512,25.6,2410.202,cpu_heavy,2
Proposed Hybrid,RISC-V-like,50,1422.6061,1470.7691,434.653,0.9991,0.02075,47,0.94,0.0878,6020.38,523,26.15,2410.202,cpu_heavy,2
PRR,RISC-V-like,50,1131.1765,1176.2334,925.5056,0.9994,0.02218,49,0.98,0.0281,5632.12,509,25.45,2254.188,cpu_heavy,3
PRM,RISC-V-like,50,1057.9849,1103.0419,1017.3115,0.9994,0.02218,47,0.94,0.0523,5632.12,75,3.75,2254.188,cpu_heavy,3
Contextual Bandit RL,RISC-V-like,50,1673.4573,1718.5143,363.226,0.9994,0.02218,47,0.94,0.0695,5632.12,479,23.95,2254.188,cpu_heavy,3
Proposed Hybrid,RISC-V-like,50,1341.991,1387.048,517.9926,0.9994,0.02218,47,0.94,0.1104,5632.12,497,24.85,2254.188,cpu_heavy,3
